UR	SR	humanSubj Freq	"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__	Observed Probability p(SR|UR)	t=1.5 Predicted Probability	t=1.5 Error	t=1 Predicted Probability	t=1 Error
gokénb	gokénbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.784710856	-0.215289144	0.874352143	-0.125647857
Molsegmebb	Molsegmebbnak	0	0	1	1	1	1	1	0	0	1	0	0	0.002505729	0.002505729	0.000125887	0.000125887
Molsegmebb	Molsegmebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.997494271	-0.002505729	0.999874113	-0.000125887
pagze	pagzenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
pagze	pagzenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Bonsem	Bonsemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Bonsem	Bonsemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
satítéb	satítébnak	0	0	1	1	0	1	1	0	0	0	0	0	0.05554926	0.05554926	0.014063627	0.014063627
satítéb	satítébnek	1	1	0	0	0	0	0	0	0	0	0	1	0.94445074	-0.05554926	0.985936373	-0.014063627
més	mésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.031290558	0.031290558	0.008478268	0.008478268
més	mésnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.468709442	-0.031290558	0.491521732	-0.008478268
fenc	fencnak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
fenc	fencnek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
molsen	molsennak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
molsen	molsennek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Mekk	Mekknak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
Mekk	Mekknek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
jeny	jenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.008002235	0.008002235	0.000723996	0.000723996
jeny	jenynek	1	0	0	0	0	0	0	0	0	0	0	1	0.991997765	-0.008002235	0.999276004	-0.000723996
Basztersés	Basztersésnak	0	0	1	1	0	1	0	0	1	0	0	0	0.141041472	0.141041472	0.062385851	0.062385851
Basztersés	Basztersésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.858958528	-0.141041472	0.937614149	-0.062385851
szuptíg	szuptígnak	0	0	1	0	0	0	0	0	0	0	0	0	0.921771741	0.921771741	0.975872979	0.975872979
szuptíg	szuptígnek	1	1	0	0	0	0	0	0	0	0	0	1	0.078228259	-0.921771741	0.024127021	-0.975872979
toirn	toirnnak	0	0	1	0	0	0	0	1	0	1	0	0	0.644129601	0.644129601	0.708890173	0.708890173
toirn	toirnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.355870399	-0.644129601	0.291109827	-0.708890173
kravússzem	kravússzemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
kravússzem	kravússzemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Komem	Komemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Komem	Komemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Bátes	Bátesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Bátes	Bátesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Futinc	Futincnak	0	0	1	0	0	0	0	0	1	1	0	0	0.669664197	0.669664197	0.742690545	0.742690545
Futinc	Futincnek	1	1	0	0	0	0	0	0	0	0	0	1	0.330335803	-0.669664197	0.257309455	-0.742690545
Ojimm	Ojimmnak	0	0	1	0	0	0	1	0	0	1	0	0	0.420675748	0.420675748	0.382252125	0.382252125
Ojimm	Ojimmnek	1	1	0	0	0	0	0	0	0	0	0	1	0.579324252	-0.420675748	0.617747875	-0.382252125
seny	senynak	0	0	1	1	1	0	0	1	0	0	0	0	0.008002235	0.008002235	0.000723996	0.000723996
seny	senynek	1	0	0	0	0	0	0	0	0	0	0	1	0.991997765	-0.008002235	0.999276004	-0.000723996
ukek	ukeknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
ukek	ukeknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
szadsirt	szadsirtnak	1	0	1	0	0	0	0	0	0	1	0	1	0.788070409	-0.211929591	0.877611113	-0.122388887
szadsirt	szadsirtnek	0	1	0	0	0	0	0	0	0	0	0	0	0.211929591	0.211929591	0.122388887	0.122388887
Málosztirc	Málosztircnak	0	0	1	0	0	0	0	0	1	1	0	0	0.669664197	0.669664197	0.742690545	0.742690545
Málosztirc	Málosztircnek	1	1	0	0	0	0	0	0	0	0	0	1	0.330335803	-0.669664197	0.257309455	-0.742690545
bócsíg	bócsígnak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
bócsíg	bócsígnek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
Kémp	Kémpnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
Kémp	Kémpnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
mórmes	mórmesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
mórmes	mórmesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
fopriny	foprinynak	0	0	1	0	0	0	0	1	0	0	0	0	0.851531878	0.851531878	0.932137706	0.932137706
fopriny	foprinynek	1	1	0	0	0	0	0	0	0	0	0	1	0.148468122	-0.851531878	0.067862294	-0.932137706
ze	zenak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
ze	zenek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
Tules	Tulesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Tules	Tulesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Rarmircerd	Rarmircerdnak	0	0	1	1	1	1	0	0	0	1	0	0	0.012700484	0.012700484	0.00145688	0.00145688
Rarmircerd	Rarmircerdnek	1	1	0	0	0	0	0	0	0	0	0	1	0.987299516	-0.012700484	0.99854312	-0.00145688
Ém	Émnak	0	0	1	1	0	0	1	0	0	0	0	0	0.005838629	0.005838629	0.00092106	0.00092106
Ém	Émnek	1	0	0	0	0	0	0	0	0	0	0	0.25	0.244161371	-0.005838629	0.24907894	-0.00092106
Tagyfem	Tagyfemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Tagyfem	Tagyfemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
nélt	néltnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
nélt	néltnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
géll	géllnak	0	0	1	1	0	0	0	1	0	1	0	0	0.01846332	0.01846332	0.002573273	0.002573273
géll	géllnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98153668	-0.01846332	0.997426727	-0.002573273
taen	taennak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
taen	taennek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Gyék	Gyéknak	0	0	1	1	0	0	0	0	0	0	0	0	0.109096821	0.109096821	0.041091278	0.041091278
Gyék	Gyéknek	1	0	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
pózslés	pózslésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.708201811	0.708201811	0.790840635	0.790840635
pózslés	pózslésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.291798189	-0.708201811	0.209159365	-0.790840635
Stogéjem	Stogéjemnak	1	0	1	1	1	1	1	0	0	0	0	1	0.007897084	-0.992102916	0.00070967	-0.99929033
Stogéjem	Stogéjemnek	0	1	0	0	0	0	0	0	0	0	0	0	0.992102916	0.992102916	0.99929033	0.99929033
vúrvaibb	vúrvaibbnak	1	0	1	0	0	0	1	0	0	1	0	1	0.420675748	-0.579324252	0.382252125	-0.617747875
vúrvaibb	vúrvaibbnek	0	1	0	0	0	0	0	0	0	0	0	0	0.579324252	0.579324252	0.617747875	0.617747875
girs	girsnak	0	0	1	0	0	0	0	0	1	1	0	0	0.052816627	0.052816627	0.012996417	0.012996417
girs	girsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.947183373	-0.052816627	0.987003583	-0.012996417
csolaktíll	csolaktíllnak	0	0	1	0	0	0	0	1	0	1	0	0	0.644129601	0.644129601	0.708890173	0.708890173
csolaktíll	csolaktíllnek	1	1	0	0	0	0	0	0	0	0	0	1	0.355870399	-0.644129601	0.291109827	-0.708890173
Mageny	Magenynak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
Mageny	Magenynek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
Ronsim	Ronsimnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Ronsim	Ronsimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
Kulény	Kulénynak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Kulény	Kulénynek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
Csasagrelt	Csasagreltnak	1	0	1	1	1	0	0	0	0	1	0	1	0.159761997	-0.840238003	0.076562197	-0.923437803
Csasagrelt	Csasagreltnek	0	1	0	0	0	0	0	0	0	0	0	0	0.840238003	0.840238003	0.923437803	0.923437803
vákség	vákségnak	1	0	1	1	0	0	0	0	0	0	0	1	0.816578061	-0.183421939	0.903784458	-0.096215542
vákség	vákségnek	0	1	0	0	0	0	0	0	0	0	0	0	0.183421939	0.183421939	0.096215542	0.096215542
gratiz	gratiznak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
gratiz	gratiznek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
víszt	vísztnak	0	0	1	0	0	0	0	0	0	1	0	0	0.339243631	0.339243631	0.268941421	0.268941421
víszt	vísztnek	1	0	0	0	0	0	0	0	0	0	1	1	0.660756369	-0.339243631	0.731058579	-0.268941421
Zácsazkell	Zácsazkellnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Zácsazkell	Zácsazkellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
mazuzem	mazuzemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
mazuzem	mazuzemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Bávéksz	Bávéksznak	0	0	1	1	0	0	0	0	1	1	0	0	0.433725606	0.433725606	0.40131234	0.40131234
Bávéksz	Bávéksznek	1	1	0	0	0	0	0	0	0	0	0	1	0.566274394	-0.433725606	0.59868766	-0.40131234
ácert	ácertnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
ácert	ácertnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
gel	gelnak	0	0	1	1	1	0	0	1	0	0	0	0	0.008002235	0.008002235	0.000723996	0.000723996
gel	gelnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991997765	-0.008002235	0.999276004	-0.000723996
kalég	kalégnak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
kalég	kalégnek	1	1	0	0	0	0	0	0	0	0	0	1	0.183421939	-0.816578061	0.096215542	-0.903784458
Javábelt	Javábeltnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Javábelt	Javábeltnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Ásszir	Ásszirnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Ásszir	Ásszirnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
Vossebb	Vossebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
Vossebb	Vossebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
Szóloem	Szóloemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Szóloem	Szóloemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
szek	szeknak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
szek	szeknek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
tes	tesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.002984649	0.002984649	0.000286014	0.000286014
tes	tesnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.330348685	-0.002984649	0.33304732	-0.000286014
ábilisz	ábilisznak	0	0	1	0	0	1	0	0	1	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
ábilisz	ábilisznek	1	1	0	0	0	0	0	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Hánénd	Hánéndnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
Hánénd	Hánéndnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
csírn	csírnnak	0	0	1	0	0	0	0	1	0	1	0	0	0.199940438	0.199940438	0.111055967	0.111055967
csírn	csírnnek	1	0	0	0	0	0	0	0	0	0	1	1	0.800059562	-0.199940438	0.888944033	-0.111055967
Hém	Hémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.023354516	0.023354516	0.00368424	0.00368424
Hém	Hémnek	1	0	0	0	0	0	0	0	0	0	0	1	0.976645484	-0.023354516	0.99631576	-0.00368424
mónerest	mónerestnak	0	0	1	1	1	1	0	0	0	1	0	0	0.012700484	0.012700484	0.00145688	0.00145688
mónerest	mónerestnek	1	1	0	0	0	0	0	0	0	0	0	1	0.987299516	-0.012700484	0.99854312	-0.00145688
tagén	tagénnak	1	0	1	1	0	0	0	1	0	0	0	1	0.684241519	-0.315758481	0.761332715	-0.238667285
tagén	tagénnek	0	1	0	0	0	0	0	0	0	0	0	0	0.315758481	0.315758481	0.238667285	0.238667285
soseg	sosegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
soseg	sosegnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
Fahális	Fahálisnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
Fahális	Fahálisnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
Voganyimb	Voganyimbnak	1	0	1	0	0	0	1	0	0	1	0	1	0.420675748	-0.579324252	0.382252125	-0.617747875
Voganyimb	Voganyimbnek	0	1	0	0	0	0	0	0	0	0	0	0	0.579324252	0.579324252	0.617747875	0.617747875
Riny	Rinynak	0	0	1	0	0	0	0	1	0	0	0	0	0.068132372	0.068132372	0.029483507	0.029483507
Riny	Rinynek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.431867628	-0.068132372	0.470516493	-0.029483507
Ámténcs	Ámténcsnak	0	0	1	1	0	0	0	0	1	1	0	0	0.433725606	0.433725606	0.40131234	0.40131234
Ámténcs	Ámténcsnek	1	1	0	0	0	0	0	0	0	0	0	1	0.566274394	-0.433725606	0.59868766	-0.40131234
áluzés	áluzésnak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
áluzés	áluzésnek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
tanláe	tanláenak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
tanláe	tanláenek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
ep	epnak	0	0	1	1	1	0	1	0	0	0	0	0	0.001612916	0.001612916	9.20E-05	9.20E-05
ep	epnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498387084	-0.001612916	0.499907964	-9.20E-05
Piln	Pilnnak	0	0	1	0	0	0	0	1	0	1	0	0	0.047425873	0.047425873	0.010986943	0.010986943
Piln	Pilnnek	1	0	0	0	0	0	0	0	0	0	0	1	0.952574127	-0.047425873	0.989013057	-0.010986943
tadátvért	tadátvértnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
tadátvért	tadátvértnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
Torkóhes	Torkóhesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Torkóhes	Torkóhesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
szóném	szónémnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
szóném	szónémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
túgenc	túgencnak	1	0	1	1	1	0	0	0	1	1	0	1	0.093921496	-0.906078504	0.032295465	-0.967704535
túgenc	túgencnek	0	1	0	0	0	0	0	0	0	0	0	0	0.906078504	0.906078504	0.967704535	0.967704535
ig	ignak	0	0	1	0	0	0	0	0	0	0	0	0	0.24477678	0.24477678	0.15577584	0.15577584
ig	ignek	1	0	0	0	0	0	0	0	0	0	0	1	0.75522322	-0.24477678	0.84422416	-0.15577584
Nídt	Nídtnak	0	0	1	0	0	0	0	0	0	1	0	0	0.339243631	0.339243631	0.268941421	0.268941421
Nídt	Nídtnek	1	0	0	0	0	0	0	0	0	0	1	1	0.660756369	-0.339243631	0.731058579	-0.268941421
Mámer	Mámernak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
Mámer	Mámernek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
Csoksemes	Csoksemesnak	0	0	1	1	1	1	0	0	1	0	0	0	0.021739042	0.021739042	0.003301735	0.003301735
Csoksemes	Csoksemesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.978260958	-0.021739042	0.996698265	-0.003301735
Vem	Vemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.003225832	0.003225832	0.000184072	0.000184072
Vem	Vemnek	1	0	0	0	0	0	0	0	0	0	0	1	0.996774168	-0.003225832	0.999815928	-0.000184072
latorin	latorinnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
latorin	latorinnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
eg	egnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
eg	egnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
hibb	hibbnak	0	0	1	0	0	0	1	0	0	1	0	0	0.009791335	0.009791335	0.001407464	0.001407464
hibb	hibbnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.490208665	-0.009791335	0.498592536	-0.001407464
Kódedest	Kódedestnak	0	0	1	1	1	1	0	0	0	1	0	0	0.012700484	0.012700484	0.00145688	0.00145688
Kódedest	Kódedestnek	1	1	0	0	0	0	0	0	0	0	0	1	0.987299516	-0.012700484	0.99854312	-0.00145688
nyatiinny	nyatiinnynak	1	0	1	0	0	1	0	1	0	1	0	1	0.109096821	-0.890903179	0.041091278	-0.958908722
nyatiinny	nyatiinnynek	0	1	0	0	0	0	0	0	0	0	0	0	0.890903179	0.890903179	0.958908722	0.958908722
Lém	Lémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.023354516	0.023354516	0.00368424	0.00368424
Lém	Lémnek	1	0	0	0	0	0	0	0	0	0	0	1	0.976645484	-0.023354516	0.99631576	-0.00368424
komim	komimnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
komim	komimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
szárdóncse	szárdóncsenak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
szárdóncse	szárdóncsenek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
áges	ágesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
áges	ágesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Jér	Jérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.056252934	0.056252934	0.014343656	0.014343656
Jér	Jérnek	1	0	0	0	0	0	0	0	0	0	0	1	0.943747066	-0.056252934	0.985656344	-0.014343656
Ronytebb	Ronytebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
Ronytebb	Ronytebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
Pótáves	Pótávesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Pótáves	Pótávesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Darmett	Darmettnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Darmett	Darmettnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
arjázi	arjázinak	0	0	1	0	0	0	0	0	0	0	0	0	0.921771741	0.921771741	0.975872979	0.975872979
arjázi	arjázinek	1	1	0	0	0	0	0	0	0	0	0	1	0.078228259	-0.921771741	0.024127021	-0.975872979
rávény	rávénynak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
rávény	rávénynek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
marsenc	marsencnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
marsenc	marsencnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Drákell	Drákellnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Drákell	Drákellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
gyert	gyertnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
gyert	gyertnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
Hanareny	Hanarenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Hanareny	Hanarenynek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
vánem	vánemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
vánem	vánemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
urtink	urtinknak	1	0	1	0	0	0	0	0	0	1	0	1	0.788070409	-0.211929591	0.877611113	-0.122388887
urtink	urtinknek	0	1	0	0	0	0	0	0	0	0	0	0	0.211929591	0.211929591	0.122388887	0.122388887
ápis	ápisnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
ápis	ápisnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
Neks	Neksnak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
Neks	Neksnek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
Ges	Gesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
Ges	Gesnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
Káhém	Káhémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
Káhém	Káhémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
Jéj	Jéjnak	0	0	1	1	0	0	0	0	0	0	0	0	0.109096821	0.109096821	0.041091278	0.041091278
Jéj	Jéjnek	1	0	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
lalkonkér	lalkonkérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
lalkonkér	lalkonkérnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
ket	ketnak	0	0	1	1	1	0	0	0	0	0	0	0	0.00815125	0.00815125	0.00106447	0.00106447
ket	ketnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.49184875	-0.00815125	0.49893553	-0.00106447
semb	sembnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
semb	sembnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
Vonyepjis	Vonyepjisnak	0	0	1	0	0	1	0	0	1	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
Vonyepjis	Vonyepjisnek	1	1	0	0	0	0	0	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
járódill	járódillnak	0	0	1	0	0	0	0	1	0	1	0	0	0.644129601	0.644129601	0.708890173	0.708890173
