UR	SR	humanSubj Freq	"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__	Observed Probability p(SR|UR)	t=1.5 Predicted Probability	t=1.5 Error	t=1 Predicted Probability	t=1 Error
járódill	járódillnek	1	1	0	0	0	0	0	0	0	0	0	1	0.355870399	-0.644129601	0.291109827	-0.708890173
Holoszes	Holoszesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Holoszes	Holoszesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
zsojenzém	zsojenzémnak	1	0	1	1	0	1	1	0	0	0	0	1	0.05554926	-0.94445074	0.014063627	-0.985936373
zsojenzém	zsojenzémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.94445074	0.94445074	0.985936373	0.985936373
álzest	álzestnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
álzest	álzestnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
votagín	votagínnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
votagín	votagínnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
Záve	Závenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
Záve	Závenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Klégy	Klégynak	0	0	1	1	0	0	0	0	0	0	0	0	0.109096821	0.109096821	0.041091278	0.041091278
Klégy	Klégynek	1	0	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
Struzmélt	Struzméltnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
Struzmélt	Struzméltnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
Bankodéss	Bankodéssnak	0	0	1	1	0	0	0	0	1	1	0	0	0.433725606	0.433725606	0.40131234	0.40131234
Bankodéss	Bankodéssnek	1	1	0	0	0	0	0	0	0	0	0	1	0.566274394	-0.433725606	0.59868766	-0.40131234
putatép	putatépnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
putatép	putatépnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
bánsimm	bánsimmnak	0	0	1	0	0	0	1	0	0	1	0	0	0.420675748	0.420675748	0.382252125	0.382252125
bánsimm	bánsimmnek	1	1	0	0	0	0	0	0	0	0	0	1	0.579324252	-0.420675748	0.617747875	-0.382252125
gyárlástel	gyárlástelnak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
gyárlástel	gyárlástelnek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Hamem	Hamemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Hamem	Hamemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
nerny	nernynak	0	0	1	1	1	0	0	1	0	1	0	0	0.002539277	0.002539277	0.00012843	0.00012843
nerny	nernynek	1	0	0	0	0	0	0	0	0	0	0	1	0.997460723	-0.002539277	0.99987157	-0.00012843
Azek	Azeknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Azek	Azeknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
apelk	apelknak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
apelk	apelknek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
userc	usercnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
userc	usercnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
pélm	pélmnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
pélm	pélmnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
Kes	Kesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.001790789	0.001790789	0.000171608	0.000171608
Kes	Kesnek	1	0	0	0	0	0	0	0	0	0	0	0.2	0.198209211	-0.001790789	0.199828392	-0.000171608
Tázmotrél	Tázmotrélnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Tázmotrél	Tázmotrélnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
Tondes	Tondesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Tondes	Tondesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Osél	Osélnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Osél	Osélnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
tarzett	tarzettnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
tarzett	tarzettnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
csonyém	csonyémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
csonyém	csonyémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
nyotelély	nyotelélynak	0	0	1	1	0	1	0	0	0	0	0	0	0.231475217	0.231475217	0.141851065	0.141851065
nyotelély	nyotelélynek	1	1	0	0	0	0	0	0	0	0	0	1	0.768524783	-0.231475217	0.858148935	-0.141851065
Rorulyell	Rorulyellnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Rorulyell	Rorulyellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
témb	témbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
témb	témbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
Kársir	Kársirnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Kársir	Kársirnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
ólormek	ólormeknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
ólormek	ólormeknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
vácudvén	vácudvénnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
vácudvén	vácudvénnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
tavólters	tavóltersnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
tavólters	tavóltersnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Kesz	Kesznak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
Kesz	Kesznek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
Tijt	Tijtnak	0	0	1	0	0	0	0	0	0	1	0	0	0.092792953	0.092792953	0.031676228	0.031676228
Tijt	Tijtnek	1	0	0	0	0	0	0	0	0	0	0	1	0.907207047	-0.092792953	0.968323772	-0.031676228
Keg	Kegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
Keg	Kegnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
Dzsanyébem	Dzsanyébemnak	0	0	1	1	1	1	1	0	0	0	0	0	0.007897084	0.007897084	0.00070967	0.00070967
Dzsanyébem	Dzsanyébemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.992102916	-0.007897084	0.99929033	-0.00070967
bamlett	bamlettnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
bamlett	bamlettnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
máliép	máliépnak	0	0	1	1	0	1	1	0	0	0	0	0	0.05554926	0.05554926	0.014063627	0.014063627
máliép	máliépnek	1	1	0	0	0	0	0	0	0	0	0	1	0.94445074	-0.05554926	0.985936373	-0.014063627
plís	plísnak	0	0	1	0	0	0	0	0	1	0	0	0	0.470035948	0.470035948	0.455121108	0.455121108
plís	plísnek	1	0	0	0	0	0	0	0	0	0	1	1	0.529964052	-0.470035948	0.544878892	-0.455121108
Zóger	Zógernak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Zóger	Zógernek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
rétt	réttnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
rétt	réttnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
Szusmeld	Szusmeldnak	1	0	1	1	1	0	0	0	0	1	0	1	0.159761997	-0.840238003	0.076562197	-0.923437803
Szusmeld	Szusmeldnek	0	1	0	0	0	0	0	0	0	0	0	0	0.840238003	0.840238003	0.923437803	0.923437803
jotkik	jotkiknak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
jotkik	jotkiknek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
ínc	íncnak	0	0	1	0	0	0	0	0	1	1	0	0	0.218687174	0.218687174	0.128980852	0.128980852
ínc	íncnek	1	0	0	0	0	0	0	0	0	0	1	1	0.781312826	-0.218687174	0.871019148	-0.128980852
gralkilp	gralkilpnak	0	0	1	0	0	0	1	0	0	1	0	0	0.420675748	0.420675748	0.382252125	0.382252125
gralkilp	gralkilpnek	1	1	0	0	0	0	0	0	0	0	0	1	0.579324252	-0.420675748	0.617747875	-0.382252125
Basszalek	Basszaleknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Basszalek	Basszaleknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
Kártem	Kártemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Kártem	Kártemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Szes	Szesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
Szes	Szesnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
Lopzis	Lopzisnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
Lopzis	Lopzisnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
csogeny	csogenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
csogeny	csogenynek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
ámélvill	ámélvillnak	0	0	1	0	0	1	0	1	0	1	0	0	0.109096821	0.109096821	0.041091278	0.041091278
ámélvill	ámélvillnek	1	1	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
bódem	bódemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
bódem	bódemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Rollény	Rollénynak	1	0	1	1	0	0	0	1	0	0	0	1	0.684241519	-0.315758481	0.761332715	-0.238667285
Rollény	Rollénynek	0	1	0	0	0	0	0	0	0	0	0	0	0.315758481	0.315758481	0.238667285	0.238667285
lázmepé	lázmepénak	1	0	1	1	0	1	0	0	0	0	0	1	0.231475217	-0.768524783	0.141851065	-0.858148935
lázmepé	lázmepének	0	1	0	0	0	0	0	0	0	0	0	0	0.768524783	0.768524783	0.858148935	0.858148935
Csapakes	Csapakesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Csapakes	Csapakesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
dákélkéjn	dákélkéjnnak	0	0	1	1	0	1	0	1	0	1	0	0	0.044220729	0.044220729	0.009853756	0.009853756
dákélkéjn	dákélkéjnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.955779271	-0.044220729	0.990146244	-0.009853756
kerzs	kerzsnak	1	0	1	1	1	0	0	0	1	1	0	1	0.002843137	-0.997156863	0.000152225	-0.999847775
kerzs	kerzsnek	0	0	0	0	0	0	0	0	0	0	0	0	0.997156863	0.997156863	0.999847775	0.999847775
elp	elpnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
elp	elpnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
Kázitt	Kázittnak	1	0	1	0	0	0	0	0	0	1	0	1	0.788070409	-0.211929591	0.877611113	-0.122388887
Kázitt	Kázittnek	0	1	0	0	0	0	0	0	0	0	0	0	0.211929591	0.211929591	0.122388887	0.122388887
Hem	Hemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.001612916	0.001612916	9.20E-05	9.20E-05
Hem	Hemnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498387084	-0.001612916	0.499907964	-9.20E-05
Frunysir	Frunysirnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Frunysir	Frunysirnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
Laartím	Laartímnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Laartím	Laartímnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
bagyléngy	bagyléngynak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
bagyléngy	bagyléngynek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
dagysék	dagyséknak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
dagysék	dagyséknek	1	1	0	0	0	0	0	0	0	0	0	1	0.183421939	-0.816578061	0.096215542	-0.903784458
nálész	nálésznak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
nálész	nálésznek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
Ocet	Ocetnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Ocet	Ocetnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
martjés	martjésnak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
martjés	martjésnek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
Zset	Zsetnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
Zset	Zsetnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
kanitt	kanittnak	1	0	1	0	0	0	0	0	0	1	0	1	0.788070409	-0.211929591	0.877611113	-0.122388887
kanitt	kanittnek	0	1	0	0	0	0	0	0	0	0	0	0	0.211929591	0.211929591	0.122388887	0.122388887
bakén	bakénnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
bakén	bakénnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
szins	szinsnak	0	0	1	0	0	0	0	0	1	1	0	0	0.026408313	0.026408313	0.006498208	0.006498208
szins	szinsnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.473591687	-0.026408313	0.493501792	-0.006498208
Száldadsipp	Száldadsippnak	0	0	1	0	0	0	1	0	0	1	0	0	0.420675748	0.420675748	0.382252125	0.382252125
Száldadsipp	Száldadsippnek	1	1	0	0	0	0	0	0	0	0	0	1	0.579324252	-0.420675748	0.617747875	-0.382252125
Ém	Émnak	0	0	1	1	0	0	1	0	0	0	0	0	0.005838629	0.005838629	0.00092106	0.00092106
Ém	Émnek	1	0	0	0	0	0	0	0	0	0	0	0.25	0.244161371	-0.005838629	0.24907894	-0.00092106
Atenty	Atentynak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Atenty	Atentynek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Jes	Jesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
Jes	Jesnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
szogéjn	szogéjnnak	0	0	1	1	0	0	0	1	0	1	0	0	0.406126897	0.406126897	0.361236825	0.361236825
szogéjn	szogéjnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.593873103	-0.406126897	0.638763175	-0.361236825
oten	otennak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
oten	otennek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
zádém	zádémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
zádém	zádémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
Hés	Hésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.020860372	0.020860372	0.005652179	0.005652179
Hés	Hésnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.312472961	-0.020860372	0.327681155	-0.005652179
csazitért	csazitértnak	1	0	1	1	0	1	0	0	0	1	0	1	0.086801186	-0.913198814	0.028470588	-0.971529412
csazitért	csazitértnek	0	1	0	0	0	0	0	0	0	0	0	0	0.913198814	0.913198814	0.971529412	0.971529412
Ert	Ertnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
Ert	Ertnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
mátérzim	mátérzimnak	0	0	1	0	0	1	1	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
mátérzim	mátérzimnek	1	1	0	0	0	0	0	0	0	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
hoely	hoelynak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
hoely	hoelynek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Ozmén	Ozménnak	1	0	1	1	0	0	0	1	0	0	0	1	0.684241519	-0.315758481	0.761332715	-0.238667285
Ozmén	Ozménnek	0	1	0	0	0	0	0	0	0	0	0	0	0.315758481	0.315758481	0.238667285	0.238667285
szákmerny	szákmernynak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
szákmerny	szákmernynek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
kódleszk	kódleszknak	1	0	1	1	1	0	0	0	0	1	0	1	0.159761997	-0.840238003	0.076562197	-0.923437803
kódleszk	kódleszknek	0	1	0	0	0	0	0	0	0	0	0	0	0.840238003	0.840238003	0.923437803	0.923437803
Tátamir	Tátamirnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Tátamir	Tátamirnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
Teg	Tegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
Teg	Tegnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
talnin	talninnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
talnin	talninnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
Kókem	Kókemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Kókem	Kókemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
árgotém	árgotémnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
árgotém	árgotémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
vecc	veccnak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
vecc	veccnek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
Colel	Colelnak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Colel	Colelnek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Fáfrírs	Fáfrírsnak	1	0	1	0	0	0	0	0	1	1	0	1	0.669664197	-0.330335803	0.742690545	-0.257309455
Fáfrírs	Fáfrírsnek	0	1	0	0	0	0	0	0	0	0	0	0	0.330335803	0.330335803	0.257309455	0.257309455
Bólkazes	Bólkazesnak	1	0	1	1	1	0	0	0	1	0	0	1	0.247249975	-0.752750025	0.158424179	-0.841575821
Bólkazes	Bólkazesnek	0	1	0	0	0	0	0	0	0	0	0	0	0.752750025	0.752750025	0.841575821	0.841575821
csoepp	csoeppnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
csoepp	csoeppnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
Hónyébb	Hónyébbnak	1	0	1	1	0	0	1	0	0	1	0	1	0.215289144	-0.784710856	0.125647857	-0.874352143
Hónyébb	Hónyébbnek	0	1	0	0	0	0	0	0	0	0	0	0	0.784710856	0.784710856	0.874352143	0.874352143
áles	álesnak	1	0	1	1	1	0	0	0	1	0	0	1	0.247249975	-0.752750025	0.158424179	-0.841575821
áles	álesnek	0	1	0	0	0	0	0	0	0	0	0	0	0.752750025	0.752750025	0.841575821	0.841575821
Ornyences	Ornyencesnak	0	0	1	1	1	1	0	0	1	0	0	0	0.021739042	0.021739042	0.003301735	0.003301735
Ornyences	Ornyencesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.978260958	-0.021739042	0.996698265	-0.003301735
tozodit	tozoditnak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
tozodit	tozoditnek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
Szidt	Szidtnak	0	0	1	0	0	0	0	0	0	1	0	0	0.046396477	0.046396477	0.015838114	0.015838114
Szidt	Szidtnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.453603523	-0.046396477	0.484161886	-0.015838114
sern	sernnak	0	0	1	1	1	0	0	1	0	1	0	0	0.001269639	0.001269639	6.42E-05	6.42E-05
sern	sernnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498730361	-0.001269639	0.499935785	-6.42E-05
kússim	kússimnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
kússim	kússimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
szóráget	szórágetnak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
szóráget	szórágetnek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Malkerv	Malkervnak	1	0	1	1	1	0	0	0	0	1	0	1	0.159761997	-0.840238003	0.076562197	-0.923437803
Malkerv	Malkervnek	0	1	0	0	0	0	0	0	0	0	0	0	0.840238003	0.840238003	0.923437803	0.923437803
úggrordeny	úggrordenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
úggrordeny	úggrordenynek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Sánbánser	Sánbánsernak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Sánbánser	Sánbánsernek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
sérb	sérbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
sérb	sérbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
komégyik	komégyiknak	0	0	1	0	0	1	0	0	0	0	0	0	0.443574711	0.443574711	0.415809477	0.415809477
komégyik	komégyiknek	1	1	0	0	0	0	0	0	0	0	0	1	0.556425289	-0.443574711	0.584190523	-0.415809477
ármenyte	ármenytenak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
ármenyte	ármenytenek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
Carógens	Carógensnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
Carógens	Carógensnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Tássafjes	Tássafjesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Tássafjes	Tássafjesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Dzsihn	Dzsihnnak	0	0	1	0	0	0	0	1	0	1	0	0	0.047425873	0.047425873	0.010986943	0.010986943
Dzsihn	Dzsihnnek	1	0	0	0	0	0	0	0	0	0	0	1	0.952574127	-0.047425873	0.989013057	-0.010986943
Arvétlés	Arvétlésnak	0	0	1	1	0	1	0	0	1	0	0	0	0.141041472	0.141041472	0.062385851	0.062385851
Arvétlés	Arvétlésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.858958528	-0.141041472	0.937614149	-0.062385851
